"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
394,89,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,3,"Ego-car approaches an intersection with multiple vehicles and motorcycles ahead.","A motorcycle collides with another motorcycle in the middle lane, causing both to fall and obstruct traffic."
395,375,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a pedestrian on the right.","A pedestrian steps into the ego-car's path and crosses directly ahead."
396,51,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows traffic on a city road with trucks, cars, and pedestrians near the sidewalk.","A pedestrian crosses the road in front of a moving black car, creating a near-miss hazard."
397,139,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches an intersection with multiple vehicles stopped at a red light and a motorcycle approaching from the left.","A blue truck collides with a motorcycle on the left side of the intersection, causing the motorcycle to fall to the ground."
398,491,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a yellow van on a multi-lane road under a highway overpass at night with streetlights.","Oncoming traffic crosses the center line, causing the yellow van to brake."
399,266,0,"0. No Crash",0,"animal on the road",0,0,0,2,"Ego-car drives on a highway with a van ahead in the left lane.","A tire detaches from the van and rolls across the road, causing the van to swerve left toward the ego-car's lane."
400,111,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a large truck on a wet city road at night with a truck on the right.","The truck in front suddenly moves left into the ego-car's lane, causing a near-miss."
401,135,0,"0. No Crash",0,"scooter on the road",0,0,0,2,"Ego-car drives on a highway with a white SUV ahead and a truck in the left lane.","A tree falls onto the right lane from the roadside, blocking the path of the ego-car and surrounding vehicles."
402,73,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,0,0,"Ego-car drives on a residential street with parked cars and a scooter rider approaching.","A scooter rider crosses the road directly in front of the ego-car, blocking its path."
403,211,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet highway with multiple vehicles ahead and oncoming traffic.","A van enters the ego-car's lane from the left on a wet highway, creating a near-miss situation."
404,741,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car drives on a highway with a bus approaching in the left lane and green barriers on the left.","A bus enters the ego-car's lane from the left, causing a collision and smoke."
405,9,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in lanes and oncoming traffic in the left lane.","A white van crosses the center line into the oncoming lane and collides with an oncoming red truck."
406,1,0,"0. No Crash",0,"animal on the road",0,0,0,0,"Ego-car drives on a highway with multiple vehicles ahead in left lanes and debris on the right shoulder.","Debris on the right shoulder moves toward and onto the roadway as the ego-car approaches, creating a hazard."
407,41,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white van in the right lane on a two-lane highway with clear lane markings.","The white van swerves left across the lane divider into oncoming traffic, creating a collision risk."
408,73,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car follows a silver van on a wet urban road with moderate traffic.","A pedestrian crosses the road ahead, causing the silver van to brake suddenly, which may lead to a rear-end collision with the ego-car."
409,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches an intersection with pedestrians and a motorcycle on the crosswalk.","A vehicle moves into the ego-car's path from the left at the intersection, creating a near-miss situation."
410,36,0,"0. No Crash",0,"animal on the road",0,1,0,1,"Ego-car drives on a rural road with oncoming traffic and trees.","A horse runs onto the road from the left and crosses in front of the ego-car, creating a collision hazard."
411,29,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a two-lane road with a deer visible ahead.","A deer runs across the road in front of the ego car."
412,111,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black sedan on a curved highway with clear lanes and road signs.","The black sedan swerves left without signaling and collides with the guardrail, creating a hazard for following vehicles."
413,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with a red truck on the left.","No incident occurred; all vehicles proceed normally without obstruction or change in behavior."
414,111,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car follows a silver truck with a loaded trailer in the left lane on a highway.","The silver truck's trailer shifts load to the right, causing debris to spill onto the highway lane."
415,51,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black SUV in the left lane with city buildings ahead.","Debris falls from the black SUV onto the highway lane."
416,243,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with three parked cars ahead.","A silver car turns right from a side road and moves into the ego-car's path."
417,31,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a pedestrian waiting at a crosswalk on the right.","A pedestrian crosses the street from right to left in front of the ego-car, entering its path."
418,181,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,2,1,"Ego-car follows a truck at an intersection with pedestrians on the right.","Two pedestrians cross into the ego-car's path from the right and collide with its front."
419,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a vehicle in the right lane on a city road with clear lanes, murals, and buildings.","No incident occurs; traffic flows steadily with no visible hazards or anomalies."
420,113,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a car on a dark road with oncoming traffic visible to the left.","A vehicle from the oncoming left lane swerves into the ego-car's path, causing a collision with the car ahead."
421,413,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a truck on a highway with multiple lanes and oncoming traffic.","A gray car merges from the left lane into the ego-car's path without signaling."
422,41,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches a blue truck on a wet mountain road with a concrete barrier on the left.","A blue truck moves left across the lane and blocks the ego-car's path on the wet road."
423,93,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a red sedan on a city road with oncoming traffic and construction on the right.","A white car merges from the left lane into the ego-car's path, causing the red sedan to brake suddenly and prompting the ego-car to react."
424,292,-1,"0. No Crash",0,"pedestrian on the road",0,0,0,2,"Ego-car follows a sedan on a two-lane road with oncoming traffic and a white SUV in the right lane.","A pedestrian steps onto the road, causing the sedan ahead to slow down."
425,371,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a truck on a multi-lane highway with multiple vehicles ahead.","A white car cuts in sharply from the left lane and collides with the ego-car or another vehicle ahead."
426,150,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car stops behind a truck with a white car on the right at an intersection with red traffic lights ahead.","An orange truck merges from the right lane into the ego-car's lane and collides with the truck ahead."
427,53,0,"0. No Crash",0,"animal on the road",1,1,0,1,"Ego-car follows a motorcycle on a rural road with open fields.","A horse-drawn cart crosses the road from the left and blocks the ego-car's lane."
428,337,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a tree-lined road with a white wall on the right.","Debris appears on the road ahead, causing the ego-car to swerve to avoid it."
429,121,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car is in heavy city traffic with multiple vehicles ahead and to the left.","A silver car merges from the left lane and blocks the ego car's path."
430,189,0,"0. No Crash",0,"scooter on the road",3,0,0,0,"Ego-car follows multiple scooters and motorcycles on a city road with heavy traffic ahead.","A scooter rider loses balance and falls on the road near the curb, causing nearby vehicles to react abruptly."
431,64,0,"0. No Crash",0,"vehicle overtakes",2,0,0,3,"Ego-car follows a gray car on a city road with bicycles on the right and oncoming traffic visible.","A white car merges from the left lane and collides with the gray car ahead."
432,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a gray sedan at an intersection with traffic lights and a bus and white car ahead.","A red truck enters the intersection from the left and collides with another vehicle."
433,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a residential street with parked cars and trees lining both sides.","No incident or anomaly occurs; the ego-car continues normal driving without interaction or disruption."
434,121,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car travels on a residential street with parked vehicles and a pedestrian on the sidewalk.","A pedestrian runs into the street from the sidewalk toward the ego-car, creating a collision hazard."
435,111,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a red sedan in moderate highway traffic with multiple trucks ahead.","A white truck from the left lane merges right and forces the red car to brake."
436,173,0,"0. No Crash",0,"pedestrian on the road",0,0,0,2,"Ego-car follows a silver SUV on a dark road with streetlights.","A pedestrian steps into the road, causing the silver SUV to brake suddenly."
437,89,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet road with multiple vehicles ahead under streetlights.","A red car cuts in from the right lane, causing the ego-car to respond to an unexpected lane intrusion."
438,331,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black sedan at an intersection with multiple lanes and oncoming traffic.","A scooter crosses the intersection ahead while vehicles proceed through the green light, creating a potential conflict with oncoming traffic."
439,140,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car approaches an intersection with a red car ahead in the left lane and a crosswalk present.","A cyclist crosses the crosswalk from left to right and collides with the red car ahead."
440,327,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car approaches an intersection with blue construction barriers on the left and a white van ahead.","A blue truck merges from the right lane into the ego-car's path, causing a collision with the white van ahead."
441,70,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car drives on a snowy road under streetlights with visible lane markings.","A snowplow spray from the right lane blocks the road ahead and reduces visibility."
442,72,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"Ego-car approaches two pedestrians crossing the road ahead with a truck nearby and other vehicles in vicinity.","Two pedestrians cross the road ahead without using a crosswalk, causing the ego-car to stop."
443,195,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"ego-car hits a crossing cyclist",1,0,0,2,"Ego-car approaches a cyclist near a parked white car on the right.","The cyclist loses balance and falls into the ego-car's path on the road."
444,229,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a highway with heavy traffic and a truck ahead.","A tire detaches from a truck and rolls into the ego-car's lane, creating an obstacle."
445,283,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane highway with moderate traffic and a black car in the left lane.","A black car in the left lane moves left without clearance and collides with a truck, creating a hazard for surrounding vehicles."
446,171,0,"0. No Crash",0,"many cars/pedestrians/cyclists collided",1,0,0,1,"Ego-car approaches intersection with crosswalk and a motorcycle on the right side.","A motorcycle loses balance and falls onto the crosswalk, with two people standing beside it blocking the lane."
447,251,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a red car in the right lane on a wet road under overcast skies.","A vehicle from the left lane cuts in sharply ahead, forcing the ego-car to brake abruptly."
448,101,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a blue car parked on the right.","A vehicle cuts in from the left lane ahead, causing a near-miss."
449,359,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a black sedan on a wet highway with a gray SUV in an adjacent lane.","A gray SUV moves right across lanes and collides with the concrete barrier."
450,367,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a van on a city road with parked cars and oncoming traffic.","A scooter enters the intersection from the left and cuts in front of the ego-car."
451,109,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with a green container truck and another truck ahead in adjacent lanes.","A green container truck veers left and collides with oncoming traffic, creating a major hazard."
452,121,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a suburban road with oncoming white car visible ahead.","A white car on the left side of the road moves into the ego-car's lane."
453,71,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches an intersection with a truck on the left and a van ahead.","A black dog runs onto the crosswalk from the left and crosses in front of the ego-car, creating a potential collision hazard."
454,71,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a car ahead with a blue truck on the left lane.","The blue truck tilts sharply left due to load shifting, obstructing the left lane."
455,31,0,"0. No Crash",0,"animal on the road",0,2,0,2,"Ego-car approaches two parked cars on a snowy road at night.","Two deer run between the parked cars and cross the road, creating a hazard for the ego-car."
456,289,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a pedestrian crossing ahead and parked vehicles on both sides.","A pedestrian crosses the road at the intersection without yielding to the ego-car, requiring the ego-car to stop."
457,101,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car follows a car and a cyclist on a city road.","A cyclist riding alongside the ego-car turns sharply right into its path and falls near the curb."
458,101,0,"0. No Crash",0,"animal on the road",0,2,0,0,"Ego-car drives on a dark road with clear lane markings and no visible traffic.","Wild boars cross the road from both sides toward the ego-car, creating a collision hazard."
459,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with heavy traffic and a gas station ahead, with multiple vehicles ahead and oncoming traffic.","A vehicle merges into the ego-car's lane without yielding, causing a near-miss."
460,161,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,3,"Ego-car drives on a highway with multiple trucks ahead in lanes.","A white truck ahead swerves left and collides with a red truck, causing a crash."
461,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a dark street with streetlights illuminating the road in a residential area.","No incident occurred as the ego-car continues driving without any visible hazards, obstacles, or disruptions in the environment."
462,71,1,"1. Ego-car collided but did not stop",1,"ego-car hit an animal",0,1,0,0,"Ego-car drives on a rural road with clear lanes and greenery.","A cyclist crosses into the ego-car's lane and collides with it, causing debris to scatter."
463,400,0,"0. No Crash",0,"vehicle overtakes",1,0,0,1,"Ego-car drives on a city road with a green bicycle on the right and an oncoming motorcycle.","A cyclist on a green bicycle crosses into the ego-car's lane, and an oncoming motorcycle crosses into the ego-car's lane, creating an immediate hazard."
464,33,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"Ego-car approaches a pedestrian crossing near parked cars on the right with pedestrians on the left sidewalk.","A pedestrian crosses from the left sidewalk into the ego-car's lane without yielding to oncoming traffic."
465,71,1,"1. Ego-car collided but did not stop",0,"vehicle hits ego-car",0,0,0,1,"Ego-car follows a truck on a wet highway with multiple vehicles ahead and a red truck parked on the left shoulder.","A vehicle cuts in from the left lane and collides with the ego-car."
466,201,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a truck and a yellow car on a multi-lane road with green barriers.","The truck swerves right and collides with the yellow car, causing a crash and spilling its cargo."
467,73,0,"0. No Crash",0,"pedestrian on the road",0,0,1,0,"Ego-car drives on a highway with multiple lanes and moderate traffic.","A pedestrian steps onto the highway from the left side near the ego-car."
468,273,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches a rural intersection with oncoming vehicles ahead.","A dark sedan crosses the center line into the ego-car's lane, creating a near-miss collision."
469,351,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,1,1,"Ego-car drives on a city road with shops lining both sides and a van on the left.","A pedestrian crosses from the left sidewalk and steps into the ego-car's path, requiring the ego-car to brake."
470,61,0,"0. No Crash",0,"animal on the road",0,0,0,2,"Ego-car follows a truck on a two-lane highway with a blue car in the left lane.","Debris falls from the truck and strikes the blue car, causing it to lose control."
471,83,0,"0. No Crash",0,"animal on the road",0,0,0,1,"Ego-car travels on a multi-lane highway with moderate traffic and a silver sedan in the right lane.","A large tumbleweed rolls across the highway from the left to the right, colliding with the silver sedan and obstructing the lane."
472,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a red truck on the left and two cyclists on the right sidewalk.","No incident occurs; traffic flows normally through the intersection with no collision or hazard."
473,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at an intersection with multiple vehicles ahead.","Traffic comes to a complete stop at a red light, causing the ego-car and surrounding vehicles to remain stationary."
474,99,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car approaches an intersection with a Walmart sign on the left and oncoming traffic.","A person on a mobility scooter crosses the double yellow lines into oncoming traffic, entering the ego-car's path."
475,214,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a two-lane road with a white van oncoming and another vehicle ahead.","A van crosses the center line from oncoming traffic and strikes the ego-car's windshield, causing it to shatter."
476,31,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural two-lane road with oncoming traffic ahead.","A deer runs across the road from left to right in front of the ego car, creating a collision hazard."
477,31,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white SUV in the right lane near an intersection with oncoming traffic.","A dark car from the left crosses the median and blocks the ego-car lane ahead."
478,111,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a black car ahead with a large truck on the right lane on a wet highway.","A large truck swerves left from the right lane and collides with the black car ahead."
479,299,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches a crosswalk with a pedestrian and a black dog sitting in the lane.","A black dog sits in the crosswalk and blocks the ego-car's path."
480,117,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a wet rural road with a deer running ahead.","A deer slips on the wet road surface and falls, blocking the ego-car's path."
481,151,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car drives on a city road with a fuel tanker approaching from the left lane.","A fuel tanker merges right into the ego-car's lane without sufficient clearance, blocking its forward path."
482,131,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a black car in the left lane on a highway with clear lanes and green barriers.","A black car ahead loses a tire, which rolls onto the highway lane."
483,49,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car drives past trees and a red truck on the left in city traffic.","A large branch falls from a tree onto the road ahead of the ego-car."
484,467,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,2,"Ego-car drives on a multi-lane city road with moderate traffic ahead and a parked car near the right lane.","A motorcycle falls in the right lane near a parked car, creating an obstacle in the ego-car's path."
485,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a clear suburban road with parked cars and houses on both sides.","No incident or anomaly observed; the road remains clear and stable with normal driving conditions."
486,145,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,2,"Ego-car follows a sedan and a truck on a two-lane road with a white truck on the left.","A white truck on the left loses control and overturns across the road, posing a direct hazard to the ego-car and oncoming traffic."
487,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white SUV on a curved city road at night.","White SUV brakes suddenly, causing a near-miss with the ego-car."
488,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and red lights ahead.","No incident occurs because traffic flows normally through the intersection under red lights."
489,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches intersection with green traffic light and clear crosswalk.","A pedestrian crosses the crosswalk in front of the ego-car, blocking its path."
490,101,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches intersection with heavy traffic and a motorcycle on the left.","A motorcycle cuts in front of the ego car, causing a collision."
491,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car drives on a city road with vehicles parked on both sides.","A pedestrian crosses the road and collides with an oncoming white car."
492,101,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches an intersection with pedestrians and electric bikes nearby.","A pedestrian falls from an electric bike into the ego car's path, causing a collision."
493,351,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a white SUV in the right lane with heavy traffic ahead.","A vehicle in the left lane cuts in front of the white SUV, forcing it to brake abruptly and triggering a chain reaction in heavy traffic."
494,99,0,"0. No Crash",0,"scooter on the road",0,0,0,1,"Ego-car follows a truck on a city road with moderate traffic in the right lane on a wet road.","A truck tire detaches and rolls into the ego-car's lane from the right."
495,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red traffic light with multiple vehicles at an intersection.","The traffic light turns green and the ego-car proceeds forward with the flow of traffic."
496,217,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a dark road with oncoming traffic and streetlights.","A deer crosses from the left into the ego-car's lane, creating a collision risk."
497,161,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car waits at an intersection with multiple vehicles and a motorcycle ahead in the left lane.","A motorcycle collides with a white car on the left lane at the intersection."
498,79,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"flying object hit the car",0,0,0,2,"Ego-car follows a motorcycle near a truck carrying yellow cylindrical debris on a highway lane.","Yellow cylindrical debris falls from the truck, strikes the motorcycle, and causes it to crash."
499,152,0,"0. No Crash",0,"car hits barrier",0,0,0,1,"Ego-car follows a silver sedan on a wet road with guardrails and trees.","The silver sedan loses traction on the wet road and slides toward the right guardrail."
500,45,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car drives on a highway under an overhead gantry with red markers and vehicles ahead.","Debris falls from a vehicle ahead and scatters across the highway lanes, creating a collision hazard."
501,129,0,"0. No Crash",0,"unknown",0,0,0,2,"Ego-car approaches an intersection with a truck ahead on the road.","A truck overturns and spills oranges across the road lanes, creating a hazard for following vehicles."
502,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with multiple vehicles in adjacent lanes under clear skies, following a black truck in the left lane.","No incident occurred because traffic flows normally with no visible hazards or anomalies affecting the ego-car or surrounding vehicles."
503,259,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a white truck at a red traffic light with multiple vehicles ahead in the right lane.","A white sedan merges from the right lane into the ego-car's path, creating a near-miss situation."
504,51,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,1,"Ego-car follows a truck on a two-lane highway with guardrails.","Debris from the truck flies backward and strikes the ego-car's windshield, causing it to shatter."
505,61,1,"1. Ego-car collided but did not stop",1,"ego-car hit an animal",0,1,0,0,"Ego-car drives on a dark highway with clear lanes ahead.","A deer runs from the right roadside into the ego-car's lane and collides with it."
506,71,0,"0. No Crash",0,"animal on the road",0,3,0,1,"Ego-car approaches a rural road with a blue truck parked on the right side and two geese ahead.","Three geese cross the road from left to right, blocking the ego car's path."
507,369,1,"2. Ego-car collided and could not continue moving",1,"ego-car loses control",0,0,0,1,"Ego-car drives straight on a multi-lane road with distant buildings and a grassy median.","Ego-car veers left into the grassy median and collides with a tree."
508,233,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with oncoming traffic and a stop sign visible ahead.","A vehicle from the left crosses into the ego-car's lane, resulting in a near-miss."
509,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet city road with multiple vehicles ahead and a pedestrian on a bicycle on the right sidewalk.","No visible incident or anomaly occurs; traffic flows normally with no hazardous behavior affecting the ego-car."
510,111,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with multiple vehicles ahead and oncoming traffic.","A white vehicle from the left lane crosses into the ego-car's lane, requiring the ego-car to brake."
511,93,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with red traffic lights and multiple vehicles stopped.","Pedestrians cross the street against red traffic lights, creating a hazard for the ego-car and waiting vehicles."
512,91,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car travels on a highway with multiple vehicles in adjacent lanes and an overpass above.","Debris falls onto the highway lane ahead, prompting nearby vehicles to adjust their positions to avoid it."
513,33,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a black sedan in heavy urban traffic on a wet road.","A black vehicle from the left lane merges right and collides with the sedan ahead."
514,66,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a highway with a truck in the right lane and a car ahead.","A large tumbleweed blows across the highway and collides with the ego-car."
515,121,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,4,"Ego-car drives on a city road with a truck and multiple vehicles ahead in adjacent lanes.","A motorcycle collides with the truck's rear left side and falls onto the road, causing obstruction."
516,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives under power lines on a clear day with bright sunlight and trees visible.","No incident occurs; the ego-car continues steady driving under stable weather and unobstructed road conditions."
517,141,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in clear weather.","A white vehicle moves from the left lane into the ego-car's lane ahead."
518,321,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a two-lane road with oncoming traffic and a speed limit sign visible.","A van crosses the center line into the ego-car's lane, creating a near-miss situation."
519,31,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a white SUV turning left across oncoming traffic.","A white SUV turns left across oncoming traffic and blocks the ego-car's path."
520,123,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a white car and several trucks in heavy traffic on a multi-lane road.","A large blue truck merges from the left lane into the ego-car's path, blocking its forward movement."
521,481,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black car on a city road with bicycles and parked vehicles.","A yellow school bus enters the ego car's lane from the left lane and overtakes the ego car."
522,219,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car approaches an intersection with a large truck on the left and pedestrians crossing ahead.","The truck turns left without yielding and collides with a pedestrian in the crosswalk."
523,71,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a snowy highway with vehicles ahead in multiple lanes.","A large piece of debris falls from above and shatters the ego car's windshield."
524,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car waits at an intersection with a white SUV ahead, a red truck on the right, and a pickup truck in the left lane.","Traffic remains stationary at the intersection with no vehicle movement or anomaly observed, causing the ego-car to remain stopped."
525,41,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,2,"Ego-car follows a black car with a pedestrian holding a bucket near the curb.","A pedestrian holding a bucket steps into the road and collides with a motorcycle."
526,67,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic and a right-turn sign visible.","Debris on the right shoulder near an exit sign poses a hazard to the ego-car."
527,41,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a bus on the left and two cars ahead on a city road with a pedestrian nearby.","A pedestrian crosses the road from the left toward the ego-car's path, causing the ego-car and surrounding vehicles to slow down."
