video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
488,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with traffic lights and other vehicles ahead.,no visible incident: ego-car continues driving without hazard.
489,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives toward an intersection with green traffic lights and a visible crosswalk.,No visible incident; scene remains stable.
490,81,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a city road with multiple vehicles in traffic.,"A car collides with another vehicle, creating debris on the road."
491,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits pedestrian,0,0,1,1,"Ego-car drives on a city road with several cars, buildings, and trees.",A pedestrian is hit by a white car while crossing the road.
492,91,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car drives near an intersection with pedestrians on a scooter and parked vehicles.,A person on a bicycle collides with the ego-car while approaching from the left.
493,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a car with bright brake lights at an intersection with green traffic lights.,No incident occurred; traffic was proceeding normally with green lights.
494,131,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a city road with a truck ahead and other vehicles visible.,A tire detaches from a truck and rolls into the road.
495,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at an intersection with red traffic lights and other vehicles stopped.,No visible incident; traffic light turns green and ego-car proceeds.
496,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road at night with a vehicle ahead and red traffic lights.,unknown hazard: no visible incident or hazard in frames
497,171,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car drives on a city road with a motorcycle ahead in the left lane.,A motorcycle collides with a white car and falls to the ground.
498,31,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,1,0,0,1,Ego-car drives on a highway with a motorcycle approaching a yellow object on the road.,"A motorcycle collides with a yellow object on the road, causing the motorcycle to crash."
499,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a winding road with a white car ahead and a black vehicle parked on the right.,unknown hazard: no visible incident or anomaly in the sequence
500,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with cars ahead and no visible debris.,Unknown hazard: debris appears on the road and becomes a collision risk.
501,111,1,6. One or Multiple vehicles collided but ego-car is fine,0,unknown,0,0,0,1,Ego-car follows a car towing a trailer with green crates on a curved road.,"The trailer tips over, spilling its contents onto the road."
502,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with multiple vehicles including a black truck, white van, silver car, and blue truck.",unknown hazard: no visible anomalies or incidents in the sequence
503,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with traffic ahead and a car on the right.,unknown hazard: no visible anomaly or incident in the sequence
504,31,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a highway with a truck ahead in the right lane.,"A piece of debris strikes the ego-car's windshield, causing it to crack."
505,101,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark highway with no visible vehicles or pedestrians.,"A deer enters the road from the right, posing a collision risk to the ego-car."
506,41,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car drives on a road with a blue truck parked on the right side.,"Ducks cross the road, creating a hazard for the ego-car."
507,401,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a road with a van on the left lane.,"A van collides with the ego-car, shattering the windshield."
508,171,0,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a green traffic light and no visible hazards.,Debris on the road becomes visible as a hazard.
509,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet city road with several vehicles ahead and a pedestrian on a bicycle on the right sidewalk.,unknown hazard: no visible anomaly in the sequence
510,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with several vehicles ahead and a red car in the left lane.,unknown hazard: no visible anomalies or incidents in the sequence
511,93,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car approaches an intersection with red traffic lights and multiple vehicles stopped.,"Pedestrians cross the street against red traffic lights, creating a hazard."
512,91,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in lanes.,Unknown hazard: debris on the road.
513,51,0,0. No Crash,0,vehicle overtakes,0,0,0,1,"Ego-car follows a black car with brake lights on, on a wet road.","A vehicle on the left approaches and cuts into the ego-car's lane, creating a hazard."
514,81,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a highway with a red car ahead and a large truck on the right.,A large bush debris flies into the roadway and collides with the ego-car.
515,121,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,"Ego-car drives on a city road with a truck, cars, and a motorcycle in the same lane.",A motorcycle collides with a truck and falls to the road.
516,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with clear skies, bright sun, and utility poles visible.",unknown hazard: no visible anomalies or incidents in frames
517,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles ahead in clear weather.,unknown hazard: no visible anomalies or incidents in the sequence
518,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a two-lane road with other vehicles ahead and oncoming traffic.,unknown hazard: no visible anomaly or incident in the sequence
519,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with red traffic lights and other vehicles present.,No incident occurred.
520,1,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a road with multiple trucks and a white car ahead.,A white car merges into the ego-car's lane.
521,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city street with other vehicles and buildings on both sides.,No visible incident or hazard.
522,1,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car follows a large yellow truck on a wet city road with buildings and other vehicles, with a small object on the road.",A small debris object on the road poses a hazard to the ego-car.
523,51,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a snowy highway with other vehicles ahead.,"A large object falls and impacts the windshield, causing it to crack."
524,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car waits at an intersection with a white car ahead, a red truck on the right, and a pickup truck in the left lane.",unknown hazard: no visible incident or anomaly in the frames
525,51,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,1,1,Ego-car follows a black car on a road with a pedestrian walking near the black car and other vehicles ahead.,"A motorcycle collides with a pedestrian walking near the black car, causing the pedestrian to fall."
526,81,0,0. No Crash,0,unknown,0,0,0,0,Ego-car travels on a highway with multiple vehicles ahead and a right-turn sign.,Debris on the road is the visible hazard.
527,41,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,"Ego-car drives on a road with a bus on the left, a black SUV ahead, and a black sedan ahead, with a pedestrian near the bus.","A pedestrian suddenly enters the road from the left, creating a hazard."
528,315,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,"Ego-car follows a truck on a wet, winding road with foggy conditions.",A white vehicle loses control and veers off the road near the truck.
529,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with green traffic lights and other vehicles on a wet road.,unknown hazard: no visible incident or anomaly
530,21,1,1. Ego-car collided but did not stop,1,ego-car hits a vehicle,1,0,0,1,Ego-car drives on a city road with motorcycles and vehicles ahead and on the left.,A motorcycle moves into the ego-car's path and collides with it.
531,257,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car follows a black SUV on a road with a truck on the left.,"A black SUV merges into the ego-car's lane, creating a hazard."
532,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with other vehicles and green traffic lights.,unknown hazard: no visible anomaly or collision in the frames
533,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with a truck ahead and other vehicles at an intersection.,no visible incident
534,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway at night with other vehicles ahead and to the right.,unknown hazard: no visible anomalies or incidents in the sequence
535,91,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a city road with a white car turning left and pedestrians on the right sidewalk.,A pedestrian runs across the road in front of the ego-car.
536,71,0,0. No Crash,0,pedestrian on the road,0,0,1,1,Ego-car drives on a road with a tricycle moving on the left.,A tricycle stops and a pedestrian falls near it.
537,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through a parking lot with stores and parked vehicles at night.,No visible anomaly or incident in the frames.
538,21,0,0. No Crash,0,animal on the road,0,8,0,0,Ego-car drives on a rural road with no other vehicles or pedestrians.,"Geese cross the road, creating a hazard for the ego-car."
539,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a large building ahead and no visible traffic or hazards.,No incident observed in the sequence.
540,171,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a crosswalk with a cat on the left sidewalk.,"A cat enters the crosswalk, posing a hazard to traffic."
541,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a yellow traffic light.,No incident: Ego-car stops at red light.
542,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with vehicles ahead and on the sides.,unknown hazard: no visible anomaly or incident in the frames
543,21,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a tree-lined road with a crosswalk ahead and a vehicle in the distance.,Animal on the road ahead creates a hazard for the ego-car.
544,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road at night with no other vehicles or pedestrians visible.,"A kangaroo crosses the road in front of the ego-car, creating a hazard."
545,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with green traffic lights and other vehicles ahead.,"Traffic light turns red, causing the ego-car to stop."
546,147,0,0. No Crash,0,scooter on the road,1,0,0,2,Ego-car drives on a road with a yellow bus and a motorcycle ahead.,A motorcycle approaches a yellow bus too closely.
547,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in adjacent lanes.,unknown hazard: no visible anomalies or incidents in the sequence
548,367,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car drives on a city road with a motorcycle on the right and parked cars ahead.,A motorcycle rider collides with a parked car on the right side of the road.
549,91,0,0. No Crash,0,animal on the road,0,1,0,0,"Ego-car drives on a highway at night with other vehicles, including a white van and a car ahead.","An animal is on the road, creating a hazard."
550,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches a pedestrian pulling a cart on a city road with parked vehicles and construction materials.,no visible incident or anomaly in the frames
551,151,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a night road with pedestrians standing near the right sidewalk.,"A pedestrian runs into the road in front of the ego-car, causing a near-miss."
552,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city street at night with parked cars on both sides.,unknown hazard: no visible anomalies or incidents in the frames
553,61,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car drives on a multi-lane road with a black car ahead and trucks on both sides.,"A bicycle enters the ego-car's lane, creating a collision hazard."
554,171,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with several cars ahead, including a white car and a truck.","Debris falls from a truck onto the highway, creating a hazard."
555,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with buildings and traffic lights ahead.,unknown hazard: no visible incident or anomaly in frames
556,91,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car follows a bus on a road with a car on the left and a pedestrian near the crosswalk.,"A bicycle is in the road, creating a hazard for the ego-car."
557,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with a white truck ahead and pedestrians on the sidewalk.,No incident observed; scene remains stable with vehicle and pedestrian movements without hazard.
558,71,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a multi-lane road at night with other vehicles ahead.,"A vehicle on the right merges into the ego-car's lane, creating a potential collision hazard."
559,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a city road with buildings, construction barriers, and a double-decker bus.",No visible incident.
560,169,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches a crosswalk with a pedestrian standing on the left sidewalk.,A pedestrian crosses the road at the crosswalk.
561,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at a red traffic light at an intersection with other vehicles ahead.,unknown hazard: no visible anomaly
562,101,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a road with a black and white van on the left and other vehicles ahead.,A large animal crosses the road in front of the ego-car.
563,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear road with no other vehicles or pedestrians in the immediate vicinity.,unknown hazard: no visible anomalies or incidents in the sequence
564,311,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a truck ahead and other vehicles in traffic.,"Unknown hazard: Pink substance appears on the road, creating a slippery or obstructive condition."
565,71,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road at dusk with no visible hazards.,"A deer crosses the road in front of the ego-car, creating a hazard."
566,81,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a highway with a car ahead in the same lane.,A cow enters the highway and poses a hazard to traffic.
567,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic on a multi-lane road with cars stopped at an intersection.,unknown hazard: no visible anomaly or incident in the sequence
568,301,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car drives on a highway with a car ahead in the right lane.,A car loses control and veers off the right side of the highway.
569,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with parked cars and buildings on both sides.,No visible incident or hazard.
570,61,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a residential street with parked cars on both sides and no pedestrians in the road.,"A child runs into the street, creating a hazard for the ego-car."
571,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a night road with a car ahead and oncoming traffic.,unknown hazard: no visible anomaly or incident.
572,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with cars ahead and a concrete barrier on the right.,No visible incident or hazard.
573,241,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car drives on a road with a cyclist approaching from the right and parked vehicles nearby.,A cyclist loses balance and falls onto the ego-car.
574,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a blue truck on the right and a barrier on the left.,No visible incident; scene remains stable.
575,193,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a road with vehicles ahead and a white van on the right.,"A red truck merges into the ego-car's lane, creating a hazard."
576,111,0,0. No Crash,0,animal on the road,0,1,0,0,"Ego-car approaches an intersection with a green traffic light, a bicycle on the right, and a dog on the left crosswalk.","A dog crosses the crosswalk in front of the ego-car, creating a hazard."
577,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with an ambulance and other vehicles ahead.,No visible anomaly or incident in the sequence.
578,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a clear road with no visible hazards.,"A deer crosses the road, creating a hazard for the ego-car."
579,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear road approaching a toll booth area with no other vehicles or pedestrians.,unknown hazard: no visible anomalies or hazards in the scene
580,41,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a road with buildings on the left and a motorcycle with two people ahead on the left.,A blue truck approaches from the right and collides with the ego-car.
581,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a wet road with a van, bus, and other vehicles under red traffic lights.",unknown hazard: no visible incident in frames
582,21,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car travels on a dark road at night with no visible animals or obstacles.,"Wild animals cross the road, creating a potential collision hazard."
583,21,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with multiple vehicles, including a silver van ahead and dark cars in adjacent lanes.","A gray car merges from the left lane into the ego-car's lane, posing a collision risk."
584,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet highway with a red truck ahead in the right lane.,No visible incident.
585,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a winding road with a yellow van ahead.,unknown hazard: no visible incident or hazard in frames
586,471,0,0. No Crash,0,bicycle on road,1,0,0,0,"Ego-car drives on a city street with a cyclist ahead carrying a red bag, parked cars on the left, and buildings on the right.","The cyclist loses balance and falls, causing the bicycle to collapse on the road."
587,139,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a red car ahead and other vehicles on the left lane.,"A metal barrier is placed on the road, creating a hazard for the ego-car."
588,61,0,0. No Crash,0,unknown,0,0,0,2,Ego-car drives on a rural road with a motorcycle ahead and no oncoming traffic.,A truck approaches from oncoming traffic towards the motorcycle.
589,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches a parking lot with two postal vans and a stop sign.,No visible incident; scene remains stable.
590,51,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,"Ego-car drives on a highway with other vehicles, clear skies, and exit signs ahead.",A large black object (debris) falls from above and strikes the ego-car's windshield.
591,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car approaches an intersection with stop signs, where other vehicles are present.",unknown hazard: no visible anomalies or collisions in the sequence
592,161,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car drives on a road with parked cars and a pedestrian walking ahead.,A cyclist rides into the path of the ego-car and collides with it.
593,101,1,1. Ego-car collided but did not stop,1,ego-car hit an animal,0,1,0,0,Ego-car drives on a residential street with parked cars and a white car on the right.,A dog runs into the road and collides with the ego-car.
594,71,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in adjacent lanes.,"Unknown hazard: A large bush appears in the middle lane, creating a road obstruction."
595,241,1,4. Other cars collided with person/car/object but ego-car is ok,0,car flipped over,0,0,0,1,Ego-car drives on a highway with two vehicles ahead: a white car in the left lane and a white van in the right lane.,The white van loses control and veers off the road into the embankment.
596,31,0,0. No Crash,0,bicycle on road,1,0,0,0,"Ego-car drives on a city road with a white car parked on the left, bicycles, and pedestrians ahead.",A bicycle rider loses control and falls into the road.
597,405,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a red car in the left lane.,"A red car drifts into the ego-car's lane, creating a hazard."
598,125,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with several vehicles ahead.,A white van enters from the left and merges into the lane.
599,81,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a multi-lane road with several vehicles ahead and oncoming traffic.,A pedestrian crosses the road in front of oncoming traffic.
600,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet city road with a white car ahead in the same lane.,"A white car turns right across the lane, creating a hazard for the ego-car."
601,281,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a highway with a truck in the adjacent right lane.,"A truck in the right lane loses control and collides with the ego-car, generating smoke."
602,81,0,0. No Crash,0,pedestrian is crossing the street,0,0,3,0,Ego-car drives on a city road with parked cars on both sides and no pedestrians in the road.,"Pedestrians cross the road in front of the ego-car, creating a hazard."
603,125,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a truck on the right and light traffic ahead.,unknown hazard: visible smoke in the distance
604,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a truck ahead and pedestrians crossing as traffic lights are yellow.,no incident observed
605,291,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a white van ahead in the right lane.,"A white van moves left into the ego-car's lane, leading to a near-collision."
606,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway at night with other vehicles ahead and oncoming traffic.,unknown hazard: no visible anomalies or incidents in the frames
607,1,0,0. No Crash,0,unknown,0,0,0,1,Ego-car approaches an intersection with a bus ahead and oncoming traffic.,A vehicle catches fire at the intersection.
608,11,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with a vehicle ahead.,A pedestrian crosses the road in front of the ego-car.
609,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with red traffic lights and other stopped vehicles.,No visible anomaly or incident.
610,1,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with no visible animals or debris.,"A small animal is in the road, posing a collision hazard."
611,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with multiple vehicles and traffic lights under clear skies.,unknown hazard: no visible anomaly
612,201,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car drives on a city road with a motorcycle ahead and parked cars on the right.,A motorcycle loses control and falls onto the road.
613,51,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car drives on a road with pedestrians and a bicycle ahead.,"A bicycle rider moves into the ego-car's path, creating a hazard."
614,31,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car waits at a red traffic light with oncoming traffic ahead.,A vehicle runs a red light and collides with another vehicle.
615,271,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a snowy road with a pedestrian on the left and a car ahead.,A dog crosses the road in front of the ego-car.
616,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway at night with streetlights and distant vehicles.,unknown hazard: no visible anomalies or incidents in frames
617,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at an intersection with a black car stopped ahead and red traffic lights.,No incident observed; vehicles remain stationary at red lights.
618,21,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a road with two cars on the left and green traffic lights.,"A vehicle collides with debris on the road, causing it to stop."
619,269,1,1. Ego-car collided but did not stop,1,ego-car hits barrier,0,0,0,0,Ego-car drives on a wet road at night with streetlights and distant vehicles.,"A red traffic cone appears in the ego-car's lane, creating a collision hazard."
620,41,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with a truck and a car ahead, no visible hazards.","A red barrel rolls into the ego-car's lane from the right, creating a hazard."
621,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with a white van on the left and a line of vehicles on the right.,No incident observed; scene remains stable with no visible hazards.
622,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road behind a white SUV with other vehicles and buildings nearby.,No visible incident or hazard occurred in the sequence.
623,81,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with a car ahead in the distance.,"A tire is in the middle of the road, creating a hazard."
624,231,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,0,0,0,1,Ego-car drives on a highway with multiple vehicles ahead and a truck in the right lane.,A vehicle loses control and scatters debris on the highway.
625,61,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives in a parking garage with several parked cars, including a white SUV in the middle.",A white SUV starts moving forward unexpectedly in the parking garage.
626,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a town street with parked cars and pedestrians on sidewalks.,No incident observed in the sequence.
627,51,0,0. No Crash,0,scooter on the road,1,0,0,0,"Ego-car drives on a city road with a white car ahead, a bicycle on the right, and a truck parked on the right.",A blue scooter enters the right lane and moves alongside the ego-car.
628,111,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car approaches an intersection with a stop sign; a white SUV is parked on the right side road, and other vehicles are ahead.","A white SUV turns left from the main road into a side road, creating a hazard for the ego-car."
629,141,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road at night with no visible animals in the road.,"A deer stands in the middle of the road, posing a collision hazard for the ego-car."
630,115,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road at night with a car ahead and green traffic light.,No incident occurred; rain on windshield reduces visibility but no collision.
631,91,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a road with vehicles ahead and pedestrians standing on the right side.,A pedestrian moves from the right side into the road and approaches the ego-car.
632,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with a white car ahead, trucks on the right, and a metal fence on the left.",unknown hazard: no visible anomaly or collision in frames
633,281,0,0. No Crash,0,vehicle overtakes,0,0,0,0,"Ego-car drives on a city road with parked cars, oncoming traffic, and a pedestrian on the left sidewalk.","A white vehicle enters the right lane, creating a potential hazard."
634,11,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a wet road with a white truck on the left and other vehicles ahead at an intersection.,A white truck turns left across the ego-car's path at the intersection.
635,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with several vehicles ahead in multiple lanes.,unknown hazard: no visible anomaly or incident in frames
636,111,1,1. Ego-car collided but did not stop,1,ego-car hit an animal,0,1,0,0,Ego-car drives on a dark road at night with a moose on the right side of the road.,"A moose crosses the road into the ego-car's lane, causing a collision."
637,61,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street at night with parked cars on both sides and oncoming traffic ahead.,"A car on the left pulls into the ego-car's lane, creating a hazard."
638,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives under a bridge with multiple vehicles ahead, including a white SUV, black car, and red SUV.",unknown hazard: no visible anomaly or incident in the sequence
639,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,0,0,2,1,Ego-car approaches a crosswalk with a tricycle carrying passengers and pedestrians nearby.,A tricycle carrying passengers loses balance and tips over on the road.
640,101,0,0. No Crash,0,ego-car hits barrier,0,0,0,0,Ego-car drives on a dark road with visible road signs at night.,unknown hazard: increasing blur and light indicating a sudden event
641,221,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car drives on a snowy road with a black car on the left side.,A black car collides with a wall on the left side of the road.
642,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a clear, two-lane road at night with streetlights illuminating the path.",unknown hazard: no visible anomalies or traffic incidents in the sequence
643,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a van ahead and a truck in the right lane.,"A truck merges left into the ego-car's lane, creating a hazard."
644,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a clear road with buildings, trees, and power lines on both sides.",unknown hazard: no visible anomalies or incidents in the frames
645,331,0,0. No Crash,0,pedestrian on the road,0,0,1,0,"Ego-car approaches a white car parked on the right with an open door, a truck ahead, and pedestrians on the left.",A pedestrian (child) runs into the road toward the parked white car.
646,441,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with a white car ahead, a motorcycle on the right, and traffic lights at an intersection.","A truck on the right side of the road emits smoke, creating a hazard."
647,159,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a wet, tree-lined road during rain with no visible hazards.","A fallen tree blocks the road, creating a hazard."
648,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with light traffic and visible traffic lights.,A dark vehicle enters the lane from the right and merges into traffic.
649,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with other vehicles ahead and to the left.,unknown hazard: no visible anomalies or incidents in frames
650,101,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,1,1,"Ego-car approaches an intersection with cars, motorcycles, and bicycles on the road.","A motorcycle loses balance and falls, causing the rider to be thrown off."
651,131,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with trucks and cars in adjacent lanes.,"Debris falls onto the highway, creating a road hazard."
