video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
475,221,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,1,Ego-car drives on a multi-lane road with a van on the left.,Windshield shattered by flying object with no visible collision.
476,31,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with oncoming traffic ahead.,A deer runs onto the road from the left and crosses in front of the ego-car.
477,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with multiple lanes and vehicles.,No visible incident or hazard in the frames; traffic proceeds normally.
478,125,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a black car and a large truck on a rainy highway lane.,"The truck suddenly swerves left, cutting into the ego-car's lane without signaling."
479,311,0,0. No Crash,0,animal on the road,0,1,1,0,Ego-car approaches crosswalk with pedestrian and dog on road.,A dog sits on crosswalk blocking ego-car's path.
480,121,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a deer running on the right side of the road.,A deer slips on the wet road and falls in front of the ego-car.
481,51,0,0. No Crash,0,vehicle drives into another vehicle,1,0,0,2,Ego-car follows a blue truck on a city road with buildings and trees.,"A blue truck suddenly turns right without signaling, cutting into ego-car's lane."
482,131,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,1,Ego-car follows a black car on a multi-lane highway with clear lanes.,A black car ahead loses a tire that rolls onto the highway.
483,49,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car drives past trees and parked vehicles on a city road.,A large branch falls from a tree onto the road ahead.
484,471,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,2,Ego-car travels on a multi-lane city road with moderate traffic ahead.,A motorcycle falls in the right lane near a parked car.
485,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear suburban road with parked cars and houses.,No incident or anomaly observed in the provided frames.
486,151,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,2,Ego-car follows a sedan and a truck on a two-lane road.,A white truck on the left loses control and rolls over.
487,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car observes a white SUV turning right at an intersection with green traffic lights.,No incident observed; white SUV completes turn without anomalies.
488,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with moderate traffic and clear lanes.,No incident observed; normal driving conditions throughout all frames.
489,71,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches intersection with green traffic light and clear crosswalk.,Ego-car swerves right to avoid pedestrian on crosswalk at night.
490,81,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car approaches intersection with heavy traffic and crosswalk.,A motorcycle cuts in front of oncoming car causing collision.
491,81,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,0,0,1,2,Ego-car drives on a city road with vehicles parked on both sides.,A pedestrian crosses the road and collides with an oncoming vehicle.
492,101,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,2,0,0,0,Ego-car approaches intersection; pedestrian on bicycle crosses left to right ahead.,A pedestrian on a bicycle cuts in front of ego-car causing collision.
493,101,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a red SUV at a green-light intersection with heavy traffic.,A vehicle ahead brakes suddenly causing erratic light patterns and potential collision.
494,101,0,0. No Crash,0,scooter on the road,0,0,0,1,Ego-car follows a truck on a city road with barriers and trees.,A truck loses a tire which rolls into the ego-car's lane.
495,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at a red light with multiple cars stopped at the intersection.,No incident observed; traffic proceeds normally after light turns green.
496,217,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road with oncoming traffic ahead.,A deer crosses from left to right in front of ego-car.
497,161,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car waits at intersection with multiple lanes of traffic ahead.,A motorcycle collides with a white car's rear left side at the intersection.
498,81,1,4. Other cars collided with person/car/object but ego-car is ok,0,flying object hit the car,0,0,0,2,Motorcycle follows a truck carrying a yellow cylindrical object on the highway.,"Yellow cylindrical debris falls from truck, strikes motorcycle, causing crash."
499,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,1,Ego-car follows a white sedan on a curved rural road with houses ahead.,The white sedan loses traction on a wet curve and skids off the road.
500,51,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car approaches a highway toll gantry with vehicles ahead in multiple lanes.,"A vehicle ahead loses debris onto the road, causing scattered objects in the lane."
501,111,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,A truck carrying crates drives ahead on a curved road.,"The truck loses balance and tips over, spilling orange items."
502,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car travels on a highway with multiple lanes and steady traffic flow.,No anomaly or incident observed in the provided frames.
503,259,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a white truck and a sedan at a red light.,A white sedan merges right into the ego-car's lane from the right.
504,61,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,1,Ego-car follows a truck and a car on a two-lane road with guardrails.,Debris from a truck strikes the ego-car windshield causing cracks.
505,61,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark highway with clear lanes ahead.,A deer crosses from the right roadside into the ego-car's lane.
506,51,0,0. No Crash,0,animal on the road,0,2,0,1,Ego-car approaches a parked blue truck on a narrow residential road.,"Two geese run into the road ahead, causing a potential collision hazard."
507,371,1,2. Ego-car collided and could not continue moving,1,ego-car loses control,0,0,0,1,Ego-car drives on a clear road with vehicles ahead and trees lining the sides.,"A vehicle veers off the road and collides with a tree, causing the ego-car to swerve."
508,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through an intersection with green traffic lights and clear lanes.,No incident observed; road and traffic conditions remain normal throughout.
509,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet city road with multiple vehicles ahead.,No incident observed; traffic flows normally with no visible hazards.
510,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic on a multi-lane urban road with buildings right.,No anomaly or incident observed in the provided frames.
511,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches intersection with multiple vehicles moving through green light.,No incident observed; traffic flows normally through the intersection.
512,91,0,0. No Crash,0,flying object hit the car,0,0,0,0,Ego-car drives on a highway with multiple vehicles in adjacent lanes.,Debris falls onto the highway lane from an unknown source.
513,41,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a black sedan in heavy urban traffic on a wet road.,"A black vehicle cuts in from the left lane, causing a collision."
514,91,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car drives on a highway with a truck to the right and cars ahead.,A large tumbleweed blows across the road and strikes the ego-car.
515,121,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,3,Ego-car follows a truck and a taxi on a multi-lane city road with moderate traffic.,A motorcycle collides with the truck's rear left side causing the rider to fall.
516,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives under clear sky with utility poles visible ahead.,No incident observed; continuous driving under clear conditions.
517,141,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a highway with multiple vehicles ahead in clear weather.,A white vehicle cuts in from the left lane ahead of the ego-car.
518,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a rural road with oncoming traffic in the left lane.,No incident observed; traffic flows normally with no visible hazards.
519,111,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with green traffic light and clear road ahead.,A white SUV turns left across oncoming traffic and blocks the ego-car's path.
520,101,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a truck on a multi-lane road with heavy traffic.,A white car cuts in sharply from the left lane causing sudden braking.
521,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows two cars on a city road with palm trees.,No incident or anomaly observed in the sequence.
522,31,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car follows a large truck on a wet city road with light traffic.,A pedestrian crosses the road ahead and the truck slows down.
523,81,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a snowy highway with two vehicles ahead in the same lane.,A large piece of debris falls onto the road and shatters the ego-car's windshield.
524,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at intersection with white SUV and red truck ahead.,No incident observed in the provided frames.
525,41,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,1,2,Pedestrian holds bucket and crosses road ahead of ego-car.,Motorcycle collides with pedestrian holding bucket on the road.
526,67,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with moderate traffic and clear lanes ahead.,Ego-car approaches debris on the right shoulder near an exit sign.
527,41,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,2,Ego-car approaches a bus and two cars at a city intersection with a pedestrian nearby.,A pedestrian crosses the road in front of the ego-car while vehicles are slowing.
528,315,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a pickup truck on a wet mountain road.,"Pickup truck swerves left, causing a vehicle to roll off the road."
529,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through a rainy intersection with green traffic lights.,No incident observed; normal driving through wet urban road.
530,21,0,0. No Crash,0,scooter on the road,1,0,0,0,Ego-car approaches an intersection with a white car parked on the right.,A scooter crosses the road in front of ego-car causing a near-miss on wet road.
531,1,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,1,Ego-car drives on a highway with a large truck to the left.,The truck suddenly swerves left and collides with the barrier.
532,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic on a city road with green lights ahead.,No incident observed; traffic flows normally through intersections.
533,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a truck on a multi-lane city road with clear traffic.,No incident observed in the provided frames.
534,237,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city highway with multiple lanes of traffic.,A vehicle ahead activates emergency lights and slows abruptly in lane.
535,111,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,0,Ego-car approaches crosswalk with pedestrians waiting and green traffic light.,A pedestrian runs into the crosswalk directly in front of the ego-car.
536,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,1,2,Ego-car approaches an intersection with a large fuel tanker turning left.,A three-wheeled vehicle cuts in front of the tanker and falls.
537,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through a well-lit parking lot with parked vehicles ahead.,No incident observed; normal driving in a parking lot continues.
538,21,0,0. No Crash,0,animal on the road,0,12,0,0,Ego-car drives on a rural road with clear lane markings and no immediate obstacles.,"A flock of geese crosses the road ahead, causing a potential collision hazard."
539,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a curved road near a large building with parked cars.,No incident observed in the sequence; normal driving through an intersection.
540,161,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches crosswalk with cat near left curb.,A cat crosses the road from left to right in front of ego-car.
541,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches a traffic light at an intersection with clear visibility.,No incident observed; ego-car decelerates and stops at red traffic light.
542,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with light traffic and clear lanes.,No anomaly or incident observed in the provided frames.
543,1,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a city road approaching a crosswalk with oncoming traffic ahead.,"A bird appears on the road ahead, causing the ego-car to slow down."
544,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark rural road with clear lane markings.,A kangaroo crosses the road ahead and jumps to the left roadside.
545,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through an intersection with green traffic lights and multiple vehicles.,No incident observed; traffic flows normally through the intersection.
546,141,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car follows a yellow bus with a cyclist ahead on a rural road.,The cyclist moves right and collides with the yellow bus on the roadside.
547,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car travels on a multi-lane highway with steady traffic flow.,No incident observed in the provided frames.
548,71,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car approaches intersection with green traffic light and vehicles moving straight.,A green taxi changes lane into the intersection while traffic light turns red.
549,81,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,1,2,Ego-car follows a van on a multi-lane highway with moderate traffic.,"A car ahead brakes suddenly, causing a pedestrian to fall into the lane."
550,251,0,0. No Crash,0,ego-car hits a pedestrian,1,0,2,0,Ego-car approaches an intersection with pedestrians and a motorcycle ahead.,A pedestrian suddenly runs toward the ego-car causing an evasive reaction.
551,161,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car approaches an intersection with pedestrians on the right sidewalk.,A pedestrian runs into the road from the right sidewalk toward the ego-car.
552,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with parked cars and traffic ahead.,No anomaly or incident observed in the provided frames.
553,71,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car drives past parked trucks and moving cars on a multi-lane road.,A cyclist crosses the road from left to right in front of the ego-car.
554,181,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows vehicles on a highway with speed limit markings.,A silver car cuts left across lanes near construction debris.
555,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with green traffic lights and buildings.,No incident observed; normal urban driving conditions throughout frames.
556,31,0,0. No Crash,0,bicycle on road,1,0,0,2,Ego-car follows a bus on a multi-lane road with oncoming traffic.,A bicycle moves into the ego-car's lane causing a near-miss.
557,81,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with a white truck on the left and pedestrians on the sidewalk.,No incident occurred; scene shows normal driving conditions.
558,73,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a red car on a multi-lane road with streetlights and oncoming traffic.,Red car ahead moves right toward a gas station and exits the lane.
559,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives past pedestrians and a bus on a city road.,No incident observed; normal urban driving with pedestrians and vehicles.
560,145,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches crosswalk with pedestrian standing on left sidewalk.,Pedestrian steps into crosswalk as ego-car approaches without stopping.
561,101,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car waits at red light with oncoming cars stopped at intersection.,"A pedestrian suddenly enters crosswalk from left, causing oncoming car to brake."
562,91,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a city road with oncoming traffic and open right shoulder.,A cow runs from the right shoulder across the ego-car's lane.
563,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear suburban road with a pedestrian on the right.,No incident observed; all frames show normal driving conditions.
564,311,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a silver pickup truck in the left lane with moderate traffic ahead.,"The silver pickup truck abruptly merges left, cutting in front of the ego-car."
565,71,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with a deer ahead in the lane.,A deer runs across the road and escapes to the right side.
566,71,0,0. No Crash,0,animal on the road,0,1,0,1,Ego-car follows a car on a two-lane road with clear weather.,A cow enters the road ahead and walks across the lanes.
567,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic at an intersection with multiple vehicles ahead.,No incident observed; traffic flows normally through the intersection.
568,321,1,6. One or Multiple vehicles collided but ego-car is fine,0,car hits barrier,0,0,0,1,Ego-car travels on a highway with a car ahead in the same lane.,A car ahead loses control and collides with the right barrier.
569,295,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with multiple vehicles ahead and a truck on the left.,"The truck's driver extends an arm out of the window, indicating a potential hazard."
570,61,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car drives on a residential street with parked cars and no pedestrians visible.,A pedestrian and child cross the street in front of the ego-car without warning.
571,111,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a vehicle ahead on a two-lane road with oncoming traffic.,A vehicle overtakes from the left lane and merges into the path ahead.
572,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows vehicles on a multi-lane highway under clear skies.,No incident observed in the sequence; normal traffic flow continues.
573,241,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches an intersection with a cyclist ahead on the right.,A cyclist crosses into the ego-car's path and falls.
574,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with a blue truck on the right.,No incident observed in the provided frames.
575,101,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a red truck on a multi-lane road with moderate traffic.,Red truck on left suddenly moves into ego-car's lane causing near-miss.
576,111,0,0. No Crash,0,animal on the road,1,1,0,0,Ego-car approaches intersection with green light and clear crosswalk.,A dog runs across the crosswalk into the ego-car's path.
577,61,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car follows a sedan and a white truck on a city road with an ambulance ahead.,"The ambulance moves right, clearing the lane; no collision occurs."
578,31,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with open fields and scattered trees.,A deer runs from the left side across the road into the ego-car's path.
579,413,1,1. Ego-car collided but did not stop,1,ego-car hits barrier,0,0,0,0,Ego-car approaches toll gate with green light and open lane ahead.,Ego-car fails to stop at closed toll barrier and collides with it.
580,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car approaches an intersection with a motorcycle on the left and a blue truck on the right.,A blue truck cuts in from the right and collides with a motorcycle on the left.
581,81,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives behind a red car with a bus approaching from the left lane.,"A bus cuts into the ego-car's lane from the left, causing a near-miss."
582,1,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car drives on a dark rural road with no visible traffic ahead.,"Two wild animals cross the road ahead, causing potential collision risk."
583,21,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car travels on a multi-lane highway with moderate traffic ahead.,"A silver sedan merges left across lanes without signaling, cutting in front of ego-car."
584,81,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a red truck on a wet highway under overcast skies.,Ego-car overtakes the red truck on the left lane during rain.
585,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a yellow vehicle on a winding rural road.,No incident observed; normal driving on a rural road.
586,461,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,0,Ego-car follows a cyclist ahead on a city street with parked cars.,Cyclist loses balance and falls onto the road without external collision.
587,71,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a car ahead on a wet road with oncoming traffic.,A white car cuts in from the left lane into the ego-car's path.
588,61,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car follows a motorcycle on a rural road with oncoming traffic ahead.,"Motorcycle swerves left toward oncoming traffic, creating a near-miss hazard."
589,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through an empty parking lot with parked USPS vans ahead.,No incident observed; normal driving in an empty parking lot.
590,41,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,1,Ego-car travels on a highway with moderate traffic and clear skies.,Debris flies from a vehicle and strikes the ego-car's windshield.
591,341,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a red car on a residential street with parked vehicles.,The red car swerves left and stops abruptly on the sidewalk.
592,171,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car drives on a city road with parked cars and a pedestrian walking ahead.,A cyclist cuts in front of the ego-car and collides with the vehicle.
593,91,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a parked car on the right with a person nearby.,A dog runs into the street from the right sidewalk and crosses ahead.
594,61,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car travels on a multi-lane highway with steady traffic flow.,A large bush rolls into the highway lane causing traffic disruption.
595,261,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,2,Ego-car follows two vehicles in adjacent lanes on a highway.,A van veers right off the road and collides with an embankment.
596,31,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,1,1,Ego-car approaches a city street with pedestrians and parked cars.,A pedestrian crosses the road and collides with a bicycle.
597,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a red car on a multi-lane highway with clear lanes.,The red car ahead suddenly swerves left and collides with oncoming traffic.
598,51,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a white van on a multi-lane city road with moderate traffic.,"A white SUV merges left from the oncoming lane, cutting in front of the ego-car."
599,81,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car follows a silver vehicle on a multi-lane road with moderate traffic.,"A pedestrian crosses the road ahead, causing vehicles to slow."
600,51,0,0. No Crash,0,vehicle overtakes,1,0,0,1,Ego-car follows a white car on a wet city road with buildings ahead.,"White car turns right abruptly without signaling, cutting off ego-car."
601,281,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a large truck on a highway with clear lanes.,"Truck ahead suddenly swerves left, causing severe dust obscuring vision."
602,101,0,0. No Crash,0,pedestrian is crossing the street,0,0,3,0,Ego-car drives past parked cars on a city road with pedestrians ahead.,Pedestrians cross the road without using a crosswalk in front of the ego-car.
603,101,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,1,Ego-car follows a large truck on a multi-lane highway with light traffic.,The truck ahead moves toward the right side of the road near the guardrail.
604,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches intersection with green traffic light and steady traffic flow.,No incident observed; normal traffic progression through the intersection.
605,51,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a wet rural road with no visible traffic ahead.,A pedestrian suddenly appears ahead on the wet road causing potential collision.
606,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a car ahead on a highway at dusk with oncoming traffic.,No anomaly or incident observed in the sequence of frames provided.
607,1,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with bus on the right and oncoming traffic ahead.,"A vehicle with bright headlights enters the intersection, causing a potential collision hazard."
608,101,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches intersection with pedestrian crossing ahead in crosswalk.,Pedestrian crosses road in front of ego-car without stopping.
609,251,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches intersection with multiple vehicles in adjacent lanes.,A black car cuts in from the left lane into the ego-car's path.
610,1,0,0. No Crash,0,animal on the road,0,1,0,1,Ego-car drives on a rural road with a small animal ahead.,A small animal runs into the road causing an unknown hazard.
611,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through an intersection with multiple vehicles and traffic lights.,No anomaly or incident observed in the sequence.
612,181,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,0,0,Ego-car follows a motorcycle on a city road with parked vehicles.,Motorcycle ahead loses balance and falls onto the road surface.
613,101,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches a tunnel with pedestrians and a cyclist ahead.,A cyclist cuts across the ego-car's lane without yielding.
614,11,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road at night with oncoming traffic ahead.,Unknown hazard: dark object appears in the middle of the road.
615,261,0,0. No Crash,0,animal on the road,0,1,1,1,Ego-car approaches a pedestrian and dog on the left roadside.,A dog runs into the road from the right and crosses in front of the ego-car.
616,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway at night with oncoming traffic visible.,No incident observed in the provided frames; normal driving conditions.
617,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car stops at an intersection with red traffic lights and multiple vehicles ahead.,No incident observed; traffic remains stationary with red lights across all frames.
618,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with green traffic lights and oncoming vehicles.,No incident observed; road remains clear with normal traffic flow.
619,263,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,0,Ego-car drives on a wet road with visible traffic ahead.,A pedestrian suddenly appears in the lane on a wet road at night.
620,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles ahead in the same lane.,A traffic barrel falls into the lane from the right barrier.
621,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with parked vehicles and oncoming traffic.,No incident observed in the provided frames.
622,91,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a white SUV on a multi-lane road with clear traffic lights ahead.,"White SUV swerves right sharply, cutting across lanes near an intersection."
623,51,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a multi-lane road with oncoming traffic visible.,A vehicle cuts in from the left lane into ego-car's path.
624,231,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car travels on a highway with multiple vehicles ahead and a truck on the left.,"Debris falls from a vehicle ahead, scattering across the highway lanes."
625,1,1,1. Ego-car collided but did not stop,1,ego-car hits a vehicle,0,0,0,1,Ego-car is in a parking garage with multiple parked cars visible ahead and to the right.,Ego-car moves forward and collides with a white SUV parked ahead on the right.
626,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with parked cars and light traffic.,No incident observed in the provided frames.
627,231,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,0,1,Ego-car drives behind a delivery scooter on a city road with bicycles ahead.,A cyclist loses balance and falls on the right side of the road.
628,121,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car approaches an intersection with a white SUV turning left across its path.,A white SUV turns left across ego-car's lane causing a near-miss.
629,141,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road with a deer standing ahead.,"A deer stands in the road ahead, causing potential collision."
630,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic through a rainy urban intersection with green lights.,No incident observed; traffic proceeds normally through the intersection.
631,81,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,1,Ego-car approaches a van on a two-lane road with pedestrians on the right.,A pedestrian steps into the road and collides with the ego-car.
632,285,0,0. No Crash,0,scooter on the road,1,0,0,2,Ego-car follows a white car on a multi-lane road with clear weather.,A truck on the right side loses debris onto the road.
633,261,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with multiple lanes and traffic.,A pedestrian crosses into the ego-car's lane from the left sidewalk.
634,1,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives through a rainy intersection with vehicles ahead and oncoming traffic.,"A truck turns left across the intersection, forcing the ego-car to decelerate."
635,101,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows multiple vehicles on a multi-lane highway under overcast skies.,"A truck suddenly moves left across lanes without signaling, cutting in front of ego-car."
